Product Name,Category,Rating,Reviewer Name,Review,Review_without_emoji,preprocess_text,preprocess_text1
"4L Leo Life Perfume Rose After Wash Fabric Conditioner Royale Liquid Fabric Softener with Fine French Fragrance for Freshness, Softness & Shine",Laundry,1.0,T.M.Amaratunga,"I ordered 1 of 4L Care And Hygiene Toilet Bowl Cleaner, Blue, Toilet Cleaner with 10x Power Clean Gel Formula helps remove tough stains and 1 of 4L Comfort Perfume Rose After Wash Fabric Conditioner Royale Liquid but I received 2 of 4L Comfort Perfume Rose After Wash Fabric Conditioner Royale Liquid and managed to share with a friend Anyway thank you for speedy delivery. ","I ordered 1 of 4L Care And Hygiene Toilet Bowl Cleaner, Blue, Toilet Cleaner with 10x Power Clean Gel Formula helps remove tough stains and 1 of 4L Comfort Perfume Rose After Wash Fabric Conditioner Royale Liquid but I received 2 of 4L Comfort Perfume Rose After Wash Fabric Conditioner Royale Liquid and managed to share with a friend Anyway thank you for speedy delivery. ",i ordered 1 of 4l care and hygiene toilet bowl cleaner blue toilet cleaner with 10x power clean gel formula helps remove tough stains and 1 of 4l comfort perfume rose after wash fabric conditioner royale liquid but i received 2 of 4l comfort perfume rose after wash fabric conditioner royale liquid and managed to share with a friend anyway thank you for speedy delivery ,"['ordered', '1', '4l', 'care', 'hygiene', 'toilet', 'bowl', 'cleaner', 'blue', 'toilet', 'cleaner', '10x', 'power', 'clean', 'gel', 'formula', 'helps', 'remove', 'tough', 'stains', '1', '4l', 'comfort', 'perfume', 'rose', 'wash', 'fabric', 'conditioner', 'royale', 'liquid', 'received', '2', '4l', 'comfort', 'perfume', 'rose', 'wash', 'fabric', 'conditioner', 'royale', 'liquid', 'managed', 'share', 'friend', 'anyway', 'thank', 'speedy', 'delivery']"
"4L Leo Life Perfume Rose After Wash Fabric Conditioner Royale Liquid Fabric Softener with Fine French Fragrance for Freshness, Softness & Shine",Laundry,4.0,Binosh J,when we open the bottle it comes a good & nice smell but when we put the liquid in to the cloths it doesn't shows any different & it doesn't come even a good smell.,when we open the bottle it comes a good & nice smell but when we put the liquid in to the cloths it doesn't shows any different & it doesn't come even a good smell.,when we open the bottle it comes a good  nice smell but when we put the liquid in to the cloths it doesnt shows any different  it doesnt come even a good smell,"['open', 'bottle', 'comes', 'good', 'nice', 'smell', 'put', 'liquid', 'cloths', 'doesnt', 'shows', 'different', 'doesnt', 'come', 'even', 'good', 'smell']"
"4L Leo Life Perfume Rose After Wash Fabric Conditioner Royale Liquid Fabric Softener with Fine French Fragrance for Freshness, Softness & Shine",Laundry,3.0,Enosh G,fast delivery 🚚🚚 but quality is not good,fast delivery delivery truckdelivery truck but quality is not good,fast delivery delivery truckdelivery truck but quality is not good,"['fast', 'delivery', 'delivery', 'truckdelivery', 'truck', 'quality', 'good']"
"4L Leo Life Perfume Rose After Wash Fabric Conditioner Royale Liquid Fabric Softener with Fine French Fragrance for Freshness, Softness & Shine",Laundry,5.0,Lakshitha L,Good products for a reasonable price ,Good products for a reasonable price ,good products for a reasonable price ,"['good', 'products', 'reasonable', 'price']"
"4L Leo Life Perfume Rose After Wash Fabric Conditioner Royale Liquid Fabric Softener with Fine French Fragrance for Freshness, Softness & Shine",Laundry,5.0,Janaka H,good product . cheaper . thankyou ,good product . cheaper . thankyou ,good product  cheaper  thankyou ,"['good', 'product', 'cheaper', 'thankyou']"
"4L Leo Life Perfume Rose After Wash Fabric Conditioner Royale Liquid Fabric Softener with Fine French Fragrance for Freshness, Softness & Shine",Laundry,5.0,Lasith,The product came on time . Very good product,The product came on time . Very good product,the product came on time  very good product,"['product', 'came', 'time', 'good', 'product']"
"Surf Excel Matic Front Load Detergent Powder, 1kg",Laundry,5.0,Ajmal A,WELL PACKED Item as described Quickly delivered,WELL PACKED Item as described Quickly delivered,well packed item as described quickly delivered,"['well', 'packed', 'item', 'described', 'quickly', 'delivered']"
"Surf Excel Matic Front Load Detergent Powder, 1kg",Laundry,5.0,Keerthi K,Thank you Darz & Unilever,Thank you Darz & Unilever,thank you darz  unilever,"['thank', 'darz', 'unilever']"
"Surf Excel Matic Front Load Detergent Powder, 1kg",Laundry,5.0,Isuru K,Packed nicely. Delivered on time.,Packed nicely. Delivered on time.,packed nicely delivered on time,"['packed', 'nicely', 'delivered', 'time']"
"Surf Excel Matic Front Load Detergent Powder, 1kg",Laundry,1.0,Kanishka,"There was a tear in the package and it has spilled some of the detergent powder. Not satisfied, should have used more of a solid packaging","There was a tear in the package and it has spilled some of the detergent powder. Not satisfied, should have used more of a solid packaging",there was a tear in the package and it has spilled some of the detergent powder not satisfied should have used more of a solid packaging,"['tear', 'package', 'spilled', 'detergent', 'powder', 'satisfied', 'used', 'solid', 'packaging']"
"Surf Excel Matic Front Load Detergent Powder, 1kg",Laundry,4.0,Ashanka D,Recommended for guys who interested of buying from this site well packed delivered in time .,Recommended for guys who interested of buying from this site well packed delivered in time .,recommended for guys who interested of buying from this site well packed delivered in time ,"['recommended', 'guys', 'interested', 'buying', 'site', 'well', 'packed', 'delivered', 'time']"
"Surf Excel Matic Front Load Detergent Powder, 1kg",Laundry,4.0,Aniska,Great product! No issues! As good as purchasing in a store but a lot easier 😊,Great product! No issues! As good as purchasing in a store but a lot easier smiling face with smiling eyes,great product no issues as good as purchasing in a store but a lot easier smiling face with smiling eyes,"['great', 'product', 'issues', 'good', 'purchasing', 'store', 'lot', 'easier', 'smiling', 'face', 'smiling', 'eyes']"
"Surf Excel Matic Front Load Detergent Powder, 1kg",Laundry,1.0,Revi K,Wrong item delivered and returned. Still refund has not been made ,Wrong item delivered and returned. Still refund has not been made ,wrong item delivered and returned still refund has not been made ,"['wrong', 'item', 'delivered', 'returned', 'still', 'refund', 'made']"
"Surf Excel Matic Front Load Detergent Powder, 1kg",Laundry,1.0,Jeromi G,product was not delivered. please deliver it. Don't cheat,product was not delivered. please deliver it. Don't cheat,product was not delivered please deliver it dont cheat,"['product', 'delivered', 'please', 'deliver', 'dont', 'cheat']"
"Surf Excel Matic Front Load Detergent Powder, 1kg",Laundry,5.0,Sabesh A,super and very good discounts and good every is perfect ,super and very good discounts and good every is perfect ,super and very good discounts and good every is perfect ,"['super', 'good', 'discounts', 'good', 'every', 'perfect']"
"Surf Excel Matic Front Load Detergent Powder, 1kg",Laundry,2.0,Jathusan K,there were holes in the bags small damage,there were holes in the bags small damage,there were holes in the bags small damage,"['holes', 'bags', 'small', 'damage']"
"Surf Excel Matic Front Load Detergent Powder, 1kg",Laundry,1.0,Kanthasamy J,Some of the bags had tiny holes ,Some of the bags had tiny holes ,some of the bags had tiny holes ,"['bags', 'tiny', 'holes']"
"Surf Excel Matic Front Load Detergent Powder, 1kg",Laundry,3.0,Vithu R,Bag had a tiny hole,Bag had a tiny hole,bag had a tiny hole,"['bag', 'tiny', 'hole']"
"Surf Excel Matic Front Load Detergent Powder, 1kg",Laundry,5.0,Chamida C,Good for front loading machines low studs ,Good for front loading machines low studs ,good for front loading machines low studs ,"['good', 'front', 'loading', 'machines', 'low', 'studs']"
"Surf Excel Matic Front Load Detergent Powder, 1kg",Laundry,5.0,Nadika P,Items safely packed. Well done.,Items safely packed. Well done.,items safely packed well done,"['items', 'safely', 'packed', 'well', 'done']"
"Sunlight Yellow Detegent Soap Multipack, 330g",Laundry,5.0,Chathura K,"Product quality is excellent... Newly manufactured and fresh, expiry date is not even closer... Original product directly from official store of the company... Unbelievable price with a good discount from daraz and credit card... Definitely worth for the money... Packaging was perfect and no damages what so ever... Shipped within a day to Matale... Seller and the item highly recommended...","Product quality is excellent... Newly manufactured and fresh, expiry date is not even closer... Original product directly from official store of the company... Unbelievable price with a good discount from daraz and credit card... Definitely worth for the money... Packaging was perfect and no damages what so ever... Shipped within a day to Matale... Seller and the item highly recommended...",product quality is excellent newly manufactured and fresh expiry date is not even closer original product directly from official store of the company unbelievable price with a good discount from daraz and credit card definitely worth for the money packaging was perfect and no damages what so ever shipped within a day to matale seller and the item highly recommended,"['product', 'quality', 'excellent', 'newly', 'manufactured', 'fresh', 'expiry', 'date', 'even', 'closer', 'original', 'product', 'directly', 'official', 'store', 'company', 'unbelievable', 'price', 'good', 'discount', 'daraz', 'credit', 'card', 'definitely', 'worth', 'money', 'packaging', 'perfect', 'damages', 'ever', 'shipped', 'within', 'day', 'matale', 'seller', 'item', 'highly', 'recommended']"
"Sunlight Yellow Detegent Soap Multipack, 330g",Laundry,5.0,Dakshitha N,"safely packed well. I ordered more products from this Store. no complaints yet to this shop, the liquid is also wrapped with bubble wrap in a one by one and therefore any leaks. thanks a lot & I hope to shop with this store again...","safely packed well. I ordered more products from this Store. no complaints yet to this shop, the liquid is also wrapped with bubble wrap in a one by one and therefore any leaks. thanks a lot & I hope to shop with this store again...",safely packed well i ordered more products from this store no complaints yet to this shop the liquid is also wrapped with bubble wrap in a one by one and therefore any leaks thanks a lot  i hope to shop with this store again,"['safely', 'packed', 'well', 'ordered', 'products', 'store', 'complaints', 'yet', 'shop', 'liquid', 'also', 'wrapped', 'bubble', 'wrap', 'one', 'one', 'therefore', 'leaks', 'thanks', 'lot', 'hope', 'shop', 'store']"
"Sunlight Yellow Detegent Soap Multipack, 330g",Laundry,5.0,Pavithra,Totally happy about the order and the product. Very important thing is this discount system is so good. Satisfied with the order 🖤,Totally happy about the order and the product. Very important thing is this discount system is so good. Satisfied with the order black heart,totally happy about the order and the product very important thing is this discount system is so good satisfied with the order black heart,"['totally', 'happy', 'order', 'product', 'important', 'thing', 'discount', 'system', 'good', 'satisfied', 'order', 'black', 'heart']"
"Sunlight Yellow Detegent Soap Multipack, 330g",Laundry,5.0,Chanaka N,super product as described.. I have got this below the market price. thanks daraz ,super product as described.. I have got this below the market price. thanks daraz ,super product as described i have got this below the market price thanks daraz ,"['super', 'product', 'described', 'got', 'market', 'price', 'thanks', 'daraz']"
